Order ID,Order Date,Customer Name,Region,City,Category,Product Name,Discount,Sales,Profit,Payment Mode
11237,15-07-2025,Shayak Verma,South,Coimbatore,Kitchen,Microwave Eveniet,10,19969,4051,COD
11238,15-09-2024,Ayesha Sibal,West,Pune,Home Decor,Wall Art Voluptate,0,75422,3784,Net Banking
11239,11-05-2024,Shray Amble,East,Guwahati,Toys,Board Game Eveniet,20,96384,6183,UPI
11240,07-02-2025,Indranil Banik,West,Mumbai,Electronics,Laptop Deleniti,15,4562,782,COD
11241,27-03-2025,Kabir Ratta,South,Thiruvananthapuram,Furniture,Sofa Adipisci,0,54240,3085,UPI
11242,04-09-2024,Nitya Chowdhury,East,Kolkata,Groceries,Spices Tenetur,0,53104,4195,Credit Card
11243,08-07-2024,Kabir Sastry,South,Thiruvananthapuram,Beauty,Perfume Debitis,15,4024,867,Net Banking
11244,22-05-2024,Vivaan Kumer,East,Bhubaneswar,Kitchen,Juicer Delectus,15,68289,11640,UPI
11245,28-08-2024,Vedika Tank,North,Lucknow,Sports,Cricket Bat Facilis,10,136688,26269,Net Banking
11246,11-03-2025,Armaan Sibal,South,Coimbatore,Home Decor,Lamp Omnis,10,151049,8096,Credit Card
11247,29-04-2025,Amira Chandran,South,Bangalore,Electronics,Laptop Porro,10,214418,20423,Debit Card
11248,27-11-2024,Abram Mani,North,Chandigarh,Sports,Football Architecto,15,193076,18581,COD
11249,26-06-2024,Rasha Dar,North,Jaipur,Kitchen,Juicer Quis,5,59512,4290,Net Banking
11250,08-04-2024,Krish Gulati,West,Goa,Beauty,Foundation Velit,15,187411,36537,Credit Card
11251,23-05-2025,Aaryahi Bhatia,West,Mumbai,Furniture,Chair Voluptatum,15,197003,32957,COD
11252,24-09-2025,Ivana Saraf,West,Ahmedabad,Kitchen,Refrigerator Ipsa,0,68898,10902,Net Banking
11253,26-10-2023,Divyansh Sarraf,North,Jaipur,Toys,Action Figure Iure,15,111754,7214,Credit Card
11254,03-08-2025,Manikya Halder,West,Pune,Electronics,Headphones Corporis,5,91134,9314,Credit Card
11255,24-08-2024,Ritvik Kapadia,East,Guwahati,Sports,Dumbbells Est,20,124987,11868,Net Banking
11256,23-09-2024,Anya Dua,South,Coimbatore,Groceries,Oil Iusto,5,186284,39618,Net Banking
11257,15-04-2024,Charvi Gokhale,West,Surat,Kitchen,Cookware Set Hic,20,22947,4436,COD
11258,13-06-2024,Nakul Sura,East,Patna,Home Decor,Lamp Molestiae,5,256405,59426,UPI
11259,11-10-2023,Nayantara Majumdar,East,Patna,Sports,Football Nostrum,0,148230,9688,Net Banking
11260,15-06-2024,Jhanvi Chaudhuri,North,Chandigarh,Furniture,Cabinet Quaerat,10,116459,19989,Credit Card
11261,06-08-2024,Samaira Gara,South,Bangalore,Beauty,Perfume Porro,10,124659,26106,UPI
11262,11-11-2023,Saanvi Konda,North,Chandigarh,Home Decor,Cushion Quos,10,1642,198,Net Banking
11263,31-08-2024,Jiya Tella,East,Kolkata,Kitchen,Mixer Grinder Aliquid,0,79297,10226,UPI
11264,10-11-2024,Piya Sura,North,Chandigarh,Kitchen,Refrigerator Minima,5,105802,24399,UPI
11265,07-01-2025,Amira Gupta,East,Ranchi,Kitchen,Microwave Ad,20,6431,803,Net Banking
11266,13-11-2024,Pihu Chana,North,Jaipur,Home Decor,Wall Art Reprehenderit,20,36325,3116,UPI
11267,04-02-2024,Saira Dara,West,Mumbai,Clothing,Shoes At,20,62406,9124,Credit Card
11268,19-08-2025,Divit Kumar,East,Ranchi,Books,Textbook Labore,5,133993,11479,UPI
11269,27-09-2024,Kashvi Kapoor,West,Mumbai,Electronics,Mobile Dolorem,20,24002,3934,UPI
11270,03-07-2024,Shaan Dube,North,Chandigarh,Sports,Yoga Mat Eaque,15,12432,1606,COD
11271,01-01-2024,Jayant Dugar,North,Lucknow,Furniture,Table Laudantium,0,147440,23444,Debit Card
11272,30-05-2024,Vihaan Salvi,North,Chandigarh,Kitchen,Cookware Set Voluptatem,15,73598,6356,Net Banking
11273,11-05-2025,Ryan Goswami,East,Patna,Groceries,Sugar Iste,15,13488,3316,UPI
11274,10-12-2023,Drishya Doshi,East,Bhubaneswar,Beauty,Perfume Aspernatur,0,111784,12439,Credit Card
11275,01-01-2025,Ojas Chakraborty,North,Chandigarh,Groceries,Sugar Quam,20,44724,11011,Debit Card
11276,12-08-2025,Farhan Bajaj,West,Pune,Kitchen,Microwave Quas,15,32949,2585,Debit Card
11277,14-08-2025,Prisha Yohannan,South,Hyderabad,Clothing,Women's Wear Perspiciatis,10,67662,6107,Credit Card
11278,25-02-2024,Aradhya Rout,South,Bangalore,Beauty,Shampoo Molestiae,15,112703,27946,Debit Card
11279,18-09-2024,Madhup Sem,East,Ranchi,Toys,RC Car Qui,10,125559,20223,Debit Card
11280,20-03-2024,Inaaya  Mannan,North,Lucknow,Sports,Cricket Bat Ullam,20,52074,6810,Debit Card
11281,13-06-2024,Indranil Suresh,South,Hyderabad,Toys,Puzzle Perspiciatis,0,312964,26867,Credit Card
11282,20-12-2024,Madhup Banerjee,West,Surat,Toys,RC Car Nihil,5,262271,60530,Net Banking
11283,14-02-2025,Ranbir Shenoy,East,Kolkata,Electronics,Laptop Repudiandae,10,92329,11027,UPI
11284,25-11-2024,Ehsaan Mahal,West,Pune,Kitchen,Cookware Set A,10,188471,33417,UPI
11285,01-10-2024,Taimur Dewan,West,Goa,Furniture,Bed Tenetur,5,75329,15386,Net Banking
11286,31-12-2023,Yasmin Sankar,South,Chennai,Furniture,Bed Soluta,20,76296,8592,Net Banking
11287,08-04-2025,Rati Thaker,South,Hyderabad,Groceries,Wheat Temporibus,15,60702,10338,Credit Card
11288,01-09-2025,Stuvan Tiwari,North,Lucknow,Beauty,Lipstick Voluptate,5,87712,16777,Debit Card
11289,11-05-2024,Raghav Yogi,West,Goa,Kitchen,Cookware Set Consequatur,0,185388,21048,Credit Card
11290,06-11-2024,Abram Sura,West,Ahmedabad,Sports,Cricket Bat Iure,0,161862,21216,Credit Card
11291,29-08-2025,Ishaan Bhatnagar,South,Thiruvananthapuram,Groceries,Wheat Doloremque,20,51055,10599,Credit Card
11292,28-09-2025,Vidur Hans,West,Surat,Toys,RC Car Tempora,15,94797,14127,UPI
11293,26-05-2024,Divij Kamdar,East,Guwahati,Books,Comics Dignissimos,15,193905,17820,Credit Card
11294,29-12-2024,Dishani Sane,East,Bhubaneswar,Electronics,Laptop Voluptatem,0,258648,33869,Net Banking
11295,22-03-2024,Nitya Chatterjee,South,Coimbatore,Home Decor,Cushion Deserunt,20,31776,5638,Debit Card
11296,07-08-2024,Zaina Sastry,North,Amritsar,Clothing,Men's Wear Voluptates,0,150540,31539,COD
11297,26-08-2025,Jhanvi Sidhu,West,Pune,Books,Comics Debitis,15,65236,4737,Credit Card
11298,23-09-2025,Shray Seth,North,Chandigarh,Sports,Yoga Mat Ipsam,0,110790,8082,Credit Card
11299,01-01-2024,Ela Wadhwa,South,Thiruvananthapuram,Books,Comics Nostrum,0,67362,9851,Net Banking
11300,21-05-2025,Nirvaan Ramanathan,South,Thiruvananthapuram,Clothing,Kids Wear Ipsam,5,152485,16564,UPI
11301,09-08-2025,Kiara Dani,West,Surat,Furniture,Cabinet Aliquid,5,262295,43947,Credit Card
11302,05-06-2025,Riaan Malhotra,North,Amritsar,Home Decor,Clock Excepturi,0,59604,5942,Debit Card
11303,27-02-2025,Dishani Thaman,East,Bhubaneswar,Beauty,Face Cream Dolorum,15,241165,40413,Credit Card
11304,01-04-2025,Dhanush Thaker,South,Bangalore,Toys,Action Figure Qui,0,2258,438,Debit Card
11305,20-01-2024,Kavya Sangha,North,Chandigarh,Furniture,Cabinet Quo,0,150494,27593,UPI
11306,27-07-2024,Arhaan Dalal,South,Bangalore,Groceries,Oil Hic,10,34488,6757,COD
11307,04-03-2025,Nitara Singhal,West,Ahmedabad,Clothing,Shoes Iusto,20,85198,11263,Debit Card
11308,23-04-2024,Vanya Choudhury,North,Delhi,Beauty,Lipstick Atque,20,111048,10218,UPI
11309,29-05-2025,Aradhya Atwal,West,Pune,Home Decor,Clock Beatae,5,103542,12563,Debit Card
11310,21-09-2024,Kartik Goyal,East,Guwahati,Furniture,Sofa Ducimus,5,70171,17214,Credit Card
11311,20-08-2024,Emir Tak,West,Surat,Groceries,Spices Consectetur,0,91945,10927,COD
11312,05-11-2023,Raunak Sankar,South,Bangalore,Clothing,Women's Wear Alias,20,59784,12405,Debit Card
11313,04-03-2025,Yashvi Gade,West,Pune,Groceries,Spices Quam,0,38464,7110,UPI
11314,21-10-2023,Amani Madan,North,Chandigarh,Beauty,Lipstick Amet,10,71998,5444,Credit Card
11315,25-03-2025,Raunak Badami,North,Chandigarh,Home Decor,Clock Repellendus,20,187968,44491,Net Banking
11316,07-12-2024,Piya Rout,East,Kolkata,Groceries,Oil Illo,0,51036,4993,COD
11317,11-05-2024,Anvi Sehgal,North,Delhi,Beauty,Face Cream Voluptatum,10,156029,23506,Credit Card
11318,15-12-2023,Baiju Goel,West,Ahmedabad,Sports,Yoga Mat Suscipit,15,178709,14874,COD
11319,14-10-2024,Himmat Ratta,South,Chennai,Books,Textbook Totam,0,54603,7129,Debit Card
11320,18-05-2025,Sara Sidhu,East,Kolkata,Books,Non-Fiction Rem,10,214153,44896,COD
11321,02-02-2024,Drishya Bahl,North,Lucknow,Sports,Cricket Bat Ratione,0,188732,29552,COD
11322,21-03-2024,Heer Cheema,West,Mumbai,Toys,Doll Sit,0,17904,2671,Credit Card
11323,14-04-2024,Siya Ahuja,South,Hyderabad,Books,Fiction Accusamus,0,216444,15676,UPI
11324,04-12-2023,Shaan Brahmbhatt,East,Ranchi,Clothing,Women's Wear Sequi,10,271355,29546,Debit Card
11325,26-01-2025,Stuvan Krish,North,Jaipur,Beauty,Foundation Excepturi,5,164844,38326,Net Banking
11326,02-12-2024,Sahil Deshpande,South,Chennai,Groceries,Rice Officia,20,10131,758,Credit Card
11327,22-05-2024,Vanya Sekhon,North,Lucknow,Books,Comics Nulla,5,115258,13503,Net Banking
11328,14-05-2024,Prerak Sarkar,West,Surat,Clothing,Kids Wear Nostrum,20,144828,19374,Credit Card
11329,06-09-2024,Trisha Dugar,North,Amritsar,Books,Textbook Quae,5,73944,14106,Debit Card
11330,05-02-2024,Rati Karan,East,Patna,Books,Textbook Quo,10,159723,21167,Net Banking
11331,15-08-2024,Renee Dhar,West,Surat,Books,Biography Animi,5,113682,17313,COD
11332,17-11-2024,Krish Subramaniam,North,Delhi,Groceries,Rice Doloremque,20,74632,14566,Credit Card
11333,16-05-2025,Adah D’Alia,West,Goa,Clothing,Kids Wear Iste,0,123054,8004,Credit Card
11334,29-08-2025,Rhea Savant,North,Jaipur,Beauty,Perfume Minus,20,51005,4226,Credit Card
11335,05-10-2024,Sahil Srivastava,North,Amritsar,Groceries,Wheat Ullam,0,76244,17850,COD
11336,03-07-2024,Inaaya  Zacharia,North,Chandigarh,Beauty,Shampoo Voluptatem,15,167599,16850,Net Banking
11337,18-06-2025,Elakshi Suresh,South,Hyderabad,Kitchen,Cookware Set Corporis,0,60692,12144,UPI
11338,27-01-2025,Anahita Halder,West,Goa,Sports,Cricket Bat Dignissimos,0,37181,7138,COD
11339,08-02-2025,Miraya Trivedi,East,Kolkata,Home Decor,Cushion Velit,15,92229,5254,COD
11340,29-12-2024,Anya Sagar,East,Patna,Toys,Puzzle Hic,5,76061,7299,UPI
11341,02-01-2024,Arhaan Bhatnagar,West,Ahmedabad,Beauty,Shampoo Vero,0,6543,424,Net Banking
11342,02-06-2024,Fateh Khanna,North,Amritsar,Beauty,Perfume Itaque,0,236048,19601,COD
11343,26-11-2024,Yuvraj  Madan,North,Chandigarh,Toys,RC Car Exercitationem,15,45434,9134,COD
11344,11-09-2024,Kartik Bedi,West,Mumbai,Kitchen,Refrigerator Aliquam,20,116678,14084,Credit Card
11345,06-04-2025,Indranil Handa,West,Goa,Books,Fiction Eaque,0,26132,2269,UPI
11346,03-05-2024,Zaina Kadakia,West,Pune,Home Decor,Lamp Veritatis,10,277794,35313,COD
11347,17-08-2024,Vardaniya Sethi,East,Guwahati,Books,Biography Repellat,10,33091,2875,Credit Card
11348,28-10-2024,Siya Hora,North,Jaipur,Furniture,Chair Vero,15,9863,1199,COD
11349,23-01-2025,Shlok Bajwa,West,Ahmedabad,Clothing,Accessories Eligendi,10,25790,5686,Net Banking
11350,01-06-2025,Siya Chad,South,Thiruvananthapuram,Toys,Doll Dignissimos,20,26826,6021,COD
11351,20-01-2025,Vardaniya Master,North,Jaipur,Furniture,Bed Tenetur,0,299560,30319,Credit Card
11352,30-12-2024,Stuvan Apte,North,Delhi,Furniture,Sofa Tempora,15,333200,72215,COD
11353,26-02-2024,Ranbir Kara,North,Chandigarh,Toys,Doll Quae,5,152313,8913,Debit Card
11354,24-10-2023,Yashvi Sankaran,South,Thiruvananthapuram,Kitchen,Refrigerator Quae,5,86931,4380,COD
11355,24-07-2025,Tushar Goel,East,Bhubaneswar,Sports,Cricket Bat Inventore,0,142989,29455,COD
11356,26-10-2024,Taimur Mann,South,Thiruvananthapuram,Kitchen,Juicer Commodi,20,111584,12090,Debit Card
11357,24-07-2024,Kiaan Wable,South,Hyderabad,Sports,Yoga Mat Repellat,5,22308,2350,COD
11358,25-10-2023,Jiya Vyas,North,Chandigarh,Home Decor,Cushion Et,0,94970,12609,COD
11359,03-07-2024,Abram Chaudhary,North,Jaipur,Sports,Yoga Mat Rerum,20,24438,1504,COD
11360,13-11-2024,Yakshit Singh,South,Bangalore,Sports,Dumbbells Cumque,0,237888,55089,UPI
11361,11-04-2025,Mannat Sandal,East,Kolkata,Toys,Puzzle Laborum,20,140291,15961,Net Banking
11362,11-07-2024,Jayan Walla,North,Amritsar,Books,Biography Doloribus,20,244248,35178,Net Banking
11363,18-12-2024,Azad Issac,East,Patna,Furniture,Chair Dolor,10,34729,2648,UPI
11364,31-07-2025,Uthkarsh Bahl,West,Goa,Furniture,Bed Praesentium,0,26036,4612,Net Banking
11365,28-10-2023,Hunar Dora,North,Amritsar,Groceries,Spices Dolore,5,119879,17243,COD
11366,02-10-2024,Nirvi Kunda,East,Patna,Clothing,Men's Wear Quia,10,29423,5975,COD
11367,10-07-2025,Dhanush Karpe,North,Amritsar,Books,Non-Fiction Quo,5,44736,10667,Credit Card
11368,09-07-2025,Vaibhav Keer,East,Guwahati,Electronics,Laptop Facilis,0,151860,9477,COD
11369,21-05-2025,Arnav Chakrabarti,East,Guwahati,Toys,Board Game Accusantium,5,30736,3811,UPI
11370,30-03-2025,Badal Din,North,Amritsar,Beauty,Shampoo Cumque,5,1691,359,Credit Card
11371,13-03-2025,Onkar Vasa,West,Surat,Home Decor,Clock Repudiandae,15,27673,4235,Net Banking
11372,24-03-2024,Mannat Barad,South,Chennai,Electronics,Headphones Aliquam,15,136422,19061,COD
11373,12-11-2024,Bhavin Gill,West,Goa,Beauty,Face Cream Quod,5,248410,48898,COD
11374,24-09-2024,Jivin Sarkar,North,Jaipur,Toys,Doll Amet,0,215780,49196,COD
11375,03-01-2025,Renee Sen,West,Ahmedabad,Sports,Cricket Bat Voluptatem,20,52594,8593,Credit Card
11376,17-12-2023,Aaryahi Khare,South,Chennai,Clothing,Shoes Ratione,10,205175,33028,COD
11377,06-05-2024,Prisha Chand,West,Mumbai,Sports,Yoga Mat Molestiae,10,46034,3887,COD
11378,12-11-2024,Pranay Dash,North,Amritsar,Clothing,Women's Wear Sit,0,373455,47948,COD
11379,02-12-2023,Navya Deshpande,South,Chennai,Clothing,Accessories Pariatur,5,283532,43006,Debit Card
11380,24-07-2025,Lakshit Keer,West,Mumbai,Kitchen,Cookware Set Sequi,15,117785,21282,UPI
11381,08-04-2024,Eva Devan,South,Chennai,Home Decor,Lamp Adipisci,15,16230,1242,Credit Card
11382,30-03-2025,Renee Bhatt,South,Chennai,Clothing,Shoes Numquam,5,198200,22915,Debit Card
11383,10-12-2023,Kimaya Mander,South,Coimbatore,Beauty,Lipstick Vitae,5,174469,9345,Debit Card
11384,09-03-2024,Darshit Kamdar,East,Patna,Home Decor,Lamp Culpa,15,122764,27355,Debit Card
11385,01-06-2024,Bhavin Ray,West,Surat,Furniture,Sofa Aperiam,10,3421,205,Credit Card
11386,18-06-2024,Bhavin Mani,East,Patna,Groceries,Spices Itaque,15,49240,7741,COD
11387,02-07-2024,Madhup Hayer,West,Ahmedabad,Groceries,Wheat Molestiae,10,96332,12981,Net Banking
11388,14-05-2024,Abram Datta,North,Lucknow,Home Decor,Lamp Nostrum,5,177471,28394,Credit Card
11389,24-01-2025,Anay Gopal,North,Delhi,Beauty,Lipstick Deserunt,15,25832,2886,UPI
11390,12-11-2024,Dishani Luthra,West,Pune,Home Decor,Vase Commodi,10,231948,13321,Credit Card
11391,10-10-2024,Vanya Bose,North,Chandigarh,Toys,RC Car Explicabo,10,27281,6487,Credit Card
11392,03-01-2025,Kimaya Atwal,North,Chandigarh,Kitchen,Cookware Set Consequatur,0,4842,1159,Net Banking
11393,22-04-2025,Jivin Shukla,North,Jaipur,Toys,Puzzle Unde,15,161265,9602,Debit Card
11394,12-04-2024,Lagan Kothari,East,Patna,Sports,Football Vel,5,4041,379,Net Banking
11395,17-01-2024,Elakshi Koshy,East,Bhubaneswar,Groceries,Sugar Quis,20,106765,25572,COD
11396,12-12-2024,Pihu Gaba,South,Coimbatore,Clothing,Kids Wear Sapiente,5,132692,8957,COD
11397,18-03-2024,Krish Gole,South,Bangalore,Sports,Cricket Bat Blanditiis,15,118713,6713,COD
11398,10-02-2025,Saksham Hayre,South,Thiruvananthapuram,Books,Textbook Expedita,10,75321,15368,UPI
11399,23-09-2024,Hazel Kulkarni,South,Hyderabad,Furniture,Cabinet Dolor,10,24656,2317,Net Banking
11400,10-02-2024,Bhavin Dasgupta,West,Ahmedabad,Groceries,Sugar Tempora,20,115818,11662,COD
11401,25-09-2024,Biju Chada,North,Chandigarh,Sports,Football Saepe,5,3389,236,Net Banking
11402,08-07-2025,Reyansh Deol,South,Bangalore,Books,Comics Corrupti,10,8213,872,UPI
11403,16-12-2023,Uthkarsh Sen,West,Ahmedabad,Sports,Tennis Racket Excepturi,20,136602,16887,Net Banking
11404,04-07-2025,Jivin Iyengar,East,Ranchi,Electronics,Laptop Voluptatum,5,271068,23096,Debit Card
11405,02-06-2025,Shlok Vaidya,West,Mumbai,Kitchen,Refrigerator Explicabo,0,166480,32962,UPI
11406,16-11-2024,Faiyaz Borde,North,Delhi,Electronics,Laptop Adipisci,5,35557,2975,COD
11407,13-12-2024,Arhaan Dhillon,West,Mumbai,Furniture,Bed Reprehenderit,15,43457,10061,Credit Card
11408,08-03-2025,Jayant Sachar,South,Bangalore,Toys,Doll Omnis,20,116680,10907,UPI
11409,09-07-2025,Romil Iyengar,East,Kolkata,Groceries,Oil Provident,10,190809,26050,Credit Card
11410,28-07-2024,Seher Agate,North,Lucknow,Home Decor,Vase Ex,0,187878,13929,COD
11411,11-12-2024,Samarth Chand,East,Ranchi,Books,Comics Laboriosam,0,27474,4052,Net Banking
11412,05-11-2024,Kavya Manne,West,Surat,Beauty,Perfume Laudantium,20,122290,10101,Net Banking
11413,05-08-2025,Azad Chaudhry,South,Thiruvananthapuram,Toys,Doll Corporis,20,8011,1969,COD
11414,20-02-2024,Kartik Bahl,West,Ahmedabad,Home Decor,Lamp Dolorem,10,223628,55725,Net Banking
11415,24-02-2025,Rhea Sanghvi,West,Pune,Beauty,Lipstick Iure,0,80868,6743,UPI
11416,30-03-2025,Jayan Dara,North,Jaipur,Sports,Dumbbells Distinctio,20,60737,11777,COD
11417,02-01-2024,Jivika Dua,West,Pune,Beauty,Foundation Quisquam,0,95664,15179,COD
11418,08-09-2024,Saksham Rana,North,Chandigarh,Books,Comics Voluptatibus,15,16358,1431,Credit Card
11419,15-12-2023,Mamooty Wagle,North,Delhi,Books,Non-Fiction Amet,10,158108,23976,Net Banking
11420,18-10-2023,Hrishita Bhargava,North,Lucknow,Electronics,Mobile Aperiam,10,195399,16213,Debit Card
11421,21-11-2023,Taran Chaudhary,East,Guwahati,Sports,Tennis Racket Dignissimos,0,108002,16629,COD
11422,20-07-2024,Diya Char,East,Patna,Toys,Puzzle Quaerat,5,52866,3136,COD
11423,18-08-2024,Mishti Yogi,North,Amritsar,Sports,Tennis Racket Pariatur,10,119937,14181,Net Banking
11424,01-07-2024,Mishti Keer,South,Coimbatore,Books,Fiction Ipsam,15,89767,11168,Credit Card
11425,20-10-2023,Rati Grewal,North,Lucknow,Books,Fiction Quibusdam,20,78099,5054,Debit Card
11426,31-08-2025,Chirag Chada,South,Chennai,Books,Fiction Velit,20,26824,3135,Net Banking
11427,15-03-2024,Azad Kota,West,Ahmedabad,Electronics,Headphones Laudantium,0,280820,59885,Net Banking
11428,24-05-2024,Sahil Raj,North,Delhi,Home Decor,Wall Art Unde,15,202404,48726,Net Banking
11429,09-11-2024,Aayush Toor,East,Kolkata,Electronics,Mobile Velit,0,50990,11838,UPI
11430,15-01-2024,Nayantara Sandhu,East,Ranchi,Groceries,Sugar Inventore,0,15095,858,Net Banking
11431,22-10-2023,Anahi Sarma,West,Surat,Kitchen,Juicer Illo,0,139772,23488,Debit Card
11432,29-05-2024,Shaan Dua,West,Ahmedabad,Kitchen,Mixer Grinder Iste,0,13377,1758,Debit Card
11433,22-08-2025,Lakshit Deo,North,Amritsar,Clothing,Men's Wear Error,20,128578,25558,Net Banking
11434,13-08-2025,Alisha Dhar,East,Ranchi,Home Decor,Clock Iusto,10,58172,10005,Credit Card
11435,18-09-2024,Tarini Doctor,West,Ahmedabad,Furniture,Bed Animi,15,186289,12178,UPI
11436,02-06-2024,Krish Solanki,South,Coimbatore,Books,Comics Molestiae,15,85020,4701,Credit Card
11437,18-03-2025,Saksham Kumar,West,Goa,Toys,RC Car Iure,5,281189,55794,COD
11438,14-07-2024,Hunar Goda,South,Thiruvananthapuram,Clothing,Women's Wear Nostrum,10,232875,13220,COD
11439,19-02-2024,Uthkarsh Bhat,South,Chennai,Beauty,Face Cream Corrupti,10,91206,17899,COD
11440,13-06-2025,Tarini Mall,East,Bhubaneswar,Clothing,Women's Wear Sint,5,220662,34600,Net Banking
11441,13-02-2025,Romil Divan,West,Surat,Sports,Tennis Racket Atque,20,16279,1773,Credit Card
11442,19-09-2024,Jivika Badami,East,Bhubaneswar,Beauty,Foundation Perspiciatis,0,140661,34963,Net Banking
11443,24-02-2025,Pranay Kumer,South,Bangalore,Books,Fiction Perspiciatis,10,219983,20736,Credit Card
11444,14-09-2024,Alia Chacko,East,Bhubaneswar,Clothing,Women's Wear Ea,5,144760,31253,UPI
11445,18-04-2024,Mamooty Kari,West,Pune,Furniture,Sofa Exercitationem,0,16997,2959,Credit Card
11446,14-08-2024,Vaibhav Sheth,South,Chennai,Beauty,Shampoo Incidunt,5,51472,12268,Debit Card
11447,04-07-2025,Ranbir Saraf,South,Chennai,Kitchen,Juicer Tempora,20,191642,30466,UPI
11448,23-10-2023,Kashvi Rout,South,Bangalore,Electronics,Headphones Accusantium,0,338545,81869,Credit Card
11449,21-06-2024,Himmat Tak,South,Coimbatore,Toys,RC Car Fugit,5,30518,3486,Credit Card
11450,17-03-2025,Anvi Mallick,West,Pune,Beauty,Foundation Cumque,5,198360,38148,COD
11451,27-09-2025,Azad Ravel,North,Delhi,Toys,Puzzle Labore,20,122979,20582,UPI
11452,29-03-2024,Manjari Ahuja,North,Delhi,Clothing,Kids Wear Impedit,20,113122,12565,Debit Card
11453,07-12-2023,Piya Saha,East,Guwahati,Toys,Doll Ab,15,43557,6661,Net Banking
11454,28-08-2024,Farhan Chhabra,South,Chennai,Beauty,Lipstick Eveniet,10,19015,4366,Net Banking
11455,09-11-2024,Anahi Vala,North,Chandigarh,Toys,Action Figure Laudantium,0,55335,5950,Net Banking
11456,08-05-2025,Faiyaz Aggarwal,North,Chandigarh,Sports,Tennis Racket Repellendus,15,95413,8223,Credit Card
11457,22-08-2024,Mannat Sani,East,Patna,Furniture,Cabinet Ab,10,131938,18463,Net Banking
11458,12-10-2023,Gatik Bhardwaj,West,Mumbai,Beauty,Lipstick Occaecati,20,18730,2265,Credit Card
11459,22-03-2024,Shanaya Bains,North,Delhi,Home Decor,Cushion Deserunt,15,100687,16586,COD
11460,29-09-2024,Nitara Chatterjee,North,Lucknow,Beauty,Foundation Ipsa,20,109682,23826,COD
11461,25-05-2025,Myra Borra,North,Jaipur,Home Decor,Clock Rerum,0,63974,13001,Net Banking
11462,06-01-2025,Sahil Sem,West,Mumbai,Books,Fiction Officiis,20,158326,33279,Debit Card
11463,30-11-2024,Heer Dar,South,Coimbatore,Books,Comics Voluptates,10,12113,2408,Credit Card
11464,11-06-2024,Shayak Agrawal,South,Chennai,Electronics,Camera Porro,10,26024,1622,UPI
11465,09-06-2025,Tara Salvi,South,Thiruvananthapuram,Groceries,Rice Ex,5,53463,12216,Credit Card
11466,23-09-2024,Faiyaz Gole,South,Coimbatore,Clothing,Women's Wear Sapiente,10,43772,5427,Net Banking
11467,30-04-2024,Sumer Doshi,East,Bhubaneswar,Toys,Doll Ad,15,158977,39374,Credit Card
11468,08-09-2024,Pranay Goel,South,Chennai,Toys,Doll Sit,15,114538,10230,COD
11469,11-04-2024,Jivin Dutt,South,Thiruvananthapuram,Sports,Football Ducimus,10,264762,36604,UPI
11470,03-11-2024,Ira Loke,North,Amritsar,Books,Fiction Voluptatibus,15,86231,6887,COD
11471,13-10-2024,Kartik Batta,North,Lucknow,Groceries,Spices Fugit,0,3135,448,Credit Card
11472,24-12-2024,Parinaaz Sankaran,North,Jaipur,Furniture,Table Ipsa,20,141802,31103,Debit Card
11473,27-10-2024,Aradhya Setty,North,Amritsar,Beauty,Foundation Saepe,10,123422,14489,Credit Card
11474,01-06-2025,Ayesha Grover,North,Delhi,Toys,Doll Eveniet,20,150426,29176,UPI
11475,03-01-2024,Ishita Trivedi,North,Delhi,Beauty,Shampoo Ullam,10,124859,9131,UPI
11476,08-11-2023,Umang Varty,East,Patna,Kitchen,Cookware Set Voluptates,5,312446,68447,Net Banking
11477,28-07-2024,Parinaaz Sodhi,East,Kolkata,Sports,Yoga Mat Distinctio,0,3600,499,UPI
11478,01-02-2024,Eshani Kari,North,Lucknow,Books,Fiction Quas,15,54092,12966,Credit Card
11479,10-06-2025,Zeeshan Bal,North,Delhi,Home Decor,Cushion Iure,0,191688,17388,COD
11480,02-05-2025,Navya Bahl,North,Chandigarh,Groceries,Spices Totam,10,89459,19425,Credit Card
11481,07-03-2025,Rati Solanki,East,Kolkata,Home Decor,Wall Art Corrupti,15,57378,3708,UPI
11482,18-12-2023,Inaaya  Wagle,South,Thiruvananthapuram,Sports,Yoga Mat Sint,5,108927,6013,Debit Card
11483,25-03-2025,Seher Hora,East,Patna,Kitchen,Microwave Labore,0,228572,29245,COD
11484,16-10-2023,Keya Basu,North,Amritsar,Toys,Board Game Hic,20,81067,6242,UPI
11485,01-03-2025,Chirag Desai,North,Amritsar,Groceries,Oil Earum,0,13630,1198,COD
11486,17-06-2025,Alia Khare,South,Bangalore,Kitchen,Juicer Consequatur,10,129495,13233,Debit Card
11487,04-05-2025,Nishith Vala,North,Lucknow,Clothing,Men's Wear Iure,20,140897,27019,COD
11488,27-05-2025,Rania Vig,East,Bhubaneswar,Furniture,Chair Minima,10,95873,9531,Credit Card
11489,02-01-2024,Zeeshan Dubey,South,Bangalore,Toys,Board Game Officiis,5,158964,20036,Net Banking
11490,29-01-2025,Shalv Varty,South,Coimbatore,Electronics,Smartwatch Magni,20,162209,18564,UPI
11491,23-12-2023,Vivaan Upadhyay,North,Lucknow,Home Decor,Wall Art Soluta,15,53344,11506,Net Banking
